#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2022 05 06 18 56 999 99.0 99.0  0.61  8.33  4.02  79 9999.0 999.0  18.2 999.0 99.0 99.00
2022 05 06 19 26 999 99.0 99.0  0.65  7.14  3.80  93 9999.0 999.0  18.3 999.0 99.0 99.00
2022 05 06 19 56 999 99.0 99.0  0.64  6.25  3.87  97 9999.0 999.0  18.3 999.0 99.0 99.00
2022 05 06 20 26 999 99.0 99.0  0.68  2.86  3.58 116 9999.0 999.0  18.2 999.0 99.0 99.00
2022 05 06 20 56 999 99.0 99.0  0.76  3.23  3.61 125 9999.0 999.0  18.1 999.0 99.0 99.00
2022 05 06 21 26 999 99.0 99.0  0.74  3.23  3.52 128 9999.0 999.0  18.1 999.0 99.0 99.00
2022 05 06 21 56 999 99.0 99.0  0.81  3.45  3.57 130 9999.0 999.0  18.0 999.0 99.0 99.00
2022 05 06 22 26 999 99.0 99.0  0.78  3.33  3.64 130 9999.0 999.0  18.1 999.0 99.0 99.00
2022 05 06 22 56 999 99.0 99.0  0.73  3.45  3.70 110 9999.0 999.0  18.3 999.0 99.0 99.00
2022 05 06 23 26 999 99.0 99.0  0.78  3.45  3.54 125 9999.0 999.0  18.1 999.0 99.0 99.00
2022 05 06 23 56 999 99.0 99.0  0.84  3.45  3.53 145 9999.0 999.0  18.0 999.0 99.0 99.00
2022 05 07 00 26 999 99.0 99.0  0.77  3.57  3.46 149 9999.0 999.0  18.0 999.0 99.0 99.00
2022 05 07 00 56 999 99.0 99.0  0.80  3.45  3.52 149 9999.0 999.0  17.9 999.0 99.0 99.00
2022 05 07 01 26 999 99.0 99.0  0.80  3.33  3.52 154 9999.0 999.0  17.9 999.0 99.0 99.00
2022 05 07 01 56 999 99.0 99.0  0.83  3.57  3.43 151 9999.0 999.0  17.9 999.0 99.0 99.00
2022 05 07 02 26 999 99.0 99.0  0.84  3.70  3.46 144 9999.0 999.0  17.8 999.0 99.0 99.00
2022 05 07 02 56 999 99.0 99.0  0.87  3.85  3.47 149 9999.0 999.0  17.8 999.0 99.0 99.00
2022 05 07 03 26 999 99.0 99.0  0.90  5.00  3.73 134 9999.0 999.0  17.7 999.0 99.0 99.00
2022 05 07 03 56 999 99.0 99.0  0.92  5.26  3.69 141 9999.0 999.0  17.5 999.0 99.0 99.00
2022 05 07 04 26 999 99.0 99.0  0.84  5.00  4.36 142 9999.0 999.0  17.5 999.0 99.0 99.00
2022 05 07 04 56 999 99.0 99.0  0.82  5.26  4.86 132 9999.0 999.0  17.5 999.0 99.0 99.00
2022 05 07 05 26 999 99.0 99.0  0.76  6.67  4.89 130 9999.0 999.0  17.3 999.0 99.0 99.00
2022 05 07 05 56 999 99.0 99.0  0.69  5.88  4.93 128 9999.0 999.0  17.2 999.0 99.0 99.00
2022 05 07 06 26 999 99.0 99.0  0.69  6.25  5.01 128 9999.0 999.0  17.3 999.0 99.0 99.00
2022 05 07 06 56 999 99.0 99.0  0.65  6.25  4.80 137 9999.0 999.0  17.3 999.0 99.0 99.00
2022 05 07 07 26 999 99.0 99.0  0.66  6.67  4.19 128 9999.0 999.0  17.1 999.0 99.0 99.00
2022 05 07 07 56 999 99.0 99.0  0.68  7.14  3.74 120 9999.0 999.0  17.0 999.0 99.0 99.00
2022 05 07 08 26 999 99.0 99.0  0.61  7.14  3.84 120 9999.0 999.0  16.8 999.0 99.0 99.00
2022 05 07 08 56 999 99.0 99.0  0.59  7.69  4.17 123 9999.0 999.0  16.8 999.0 99.0 99.00
2022 05 07 09 26 999 99.0 99.0  0.58  7.14  3.84 124 9999.0 999.0  16.7 999.0 99.0 99.00
2022 05 07 09 56 999 99.0 99.0  0.61  7.14  3.93 123 9999.0 999.0  16.6 999.0 99.0 99.00
2022 05 07 10 26 999 99.0 99.0  0.61  6.67  3.52 127 9999.0 999.0  16.5 999.0 99.0 99.00
2022 05 07 10 56 999 99.0 99.0  0.58  7.14  3.77 128 9999.0 999.0  16.4 999.0 99.0 99.00
2022 05 07 11 26 999 99.0 99.0  0.57  6.67  4.16 121 9999.0 999.0  16.4 999.0 99.0 99.00
2022 05 07 11 56 999 99.0 99.0  0.52  6.67  4.56 111 9999.0 999.0  16.4 999.0 99.0 99.00
2022 05 07 12 26 999 99.0 99.0  0.52  7.14  4.56 123 9999.0 999.0  16.4 999.0 99.0 99.00
2022 05 07 12 56 999 99.0 99.0  0.53  7.14  4.56 123 9999.0 999.0  16.6 999.0 99.0 99.00
2022 05 07 13 26 999 99.0 99.0  0.53  7.69  4.45 120 9999.0 999.0  16.9 999.0 99.0 99.00
2022 05 07 13 56 999 99.0 99.0  0.54  7.14  4.63 107 9999.0 999.0  17.3 999.0 99.0 99.00
2022 05 07 14 26 999 99.0 99.0  0.54  7.69  4.79 120 9999.0 999.0  17.5 999.0 99.0 99.00
2022 05 07 14 56 999 99.0 99.0  0.60  7.69  5.16 120 9999.0 999.0  17.5 999.0 99.0 99.00
2022 05 07 15 26 999 99.0 99.0  0.60  7.14  5.31 111 9999.0 999.0  17.7 999.0 99.0 99.00
2022 05 07 15 56 999 99.0 99.0  0.62  7.14  5.37 103 9999.0 999.0  17.9 999.0 99.0 99.00
2022 05 07 16 26 999 99.0 99.0  0.63  7.69  5.51 120 9999.0 999.0  18.0 999.0 99.0 99.00
2022 05 07 16 56 999 99.0 99.0  0.69  7.69  5.50 102 9999.0 999.0  18.1 999.0 99.0 99.00
2022 05 07 17 26 999 99.0 99.0  0.72  6.25  5.74  85 9999.0 999.0  18.2 999.0 99.0 99.00
2022 05 07 17 56 999 99.0 99.0  0.75  7.69  6.00  83 9999.0 999.0  18.3 999.0 99.0 99.00
2022 05 07 18 26 999 99.0 99.0  0.82  6.67  6.12  48 9999.0 999.0  18.2 999.0 99.0 99.00
2022 05 07 18 56 999 99.0 99.0  0.88  6.67  6.24  51 9999.0 999.0  18.6 999.0 99.0 99.00
2022 05 07 19 26 999 99.0 99.0  0.87  7.69  6.17  47 9999.0 999.0  18.1 999.0 99.0 99.00
2022 05 07 19 56 999 99.0 99.0  1.04  7.69  4.58  59 9999.0 999.0  17.9 999.0 99.0 99.00
2022 05 07 20 26 999 99.0 99.0  1.07  7.14  4.31  44 9999.0 999.0  17.9 999.0 99.0 99.00
2022 05 07 20 56 999 99.0 99.0  1.11  7.69  4.09  52 9999.0 999.0  17.9 999.0 99.0 99.00
2022 05 07 21 26 999 99.0 99.0  1.30  6.67  4.22  55 9999.0 999.0  17.8 999.0 99.0 99.00
2022 05 07 21 56 999 99.0 99.0  1.32  7.14  4.15  45 9999.0 999.0  17.8 999.0 99.0 99.00
2022 05 07 22 26 999 99.0 99.0  1.32  4.00  4.10  17 9999.0 999.0  17.7 999.0 99.0 99.00
2022 05 07 22 56 999 99.0 99.0  1.32  4.35  4.04  12 9999.0 999.0  17.7 999.0 99.0 99.00
2022 05 07 23 26 999 99.0 99.0  1.41  4.55  4.22   4 9999.0 999.0  17.6 999.0 99.0 99.00
2022 05 07 23 56 999 99.0 99.0  1.44  4.55  4.18  10 9999.0 999.0  17.3 999.0 99.0 99.00
2022 05 08 00 26 999 99.0 99.0  1.46  4.55  4.24  13 9999.0 999.0  17.2 999.0 99.0 99.00
2022 05 08 00 56 999 99.0 99.0  1.49  4.35  4.29   7 9999.0 999.0  17.1 999.0 99.0 99.00
2022 05 08 01 26 999 99.0 99.0  1.42  8.33  4.28  65 9999.0 999.0  17.1 999.0 99.0 99.00
2022 05 08 01 56 999 99.0 99.0  1.39  7.69  4.40  57 9999.0 999.0  17.1 999.0 99.0 99.00
2022 05 08 02 26 999 99.0 99.0  1.29  9.09  4.33  61 9999.0 999.0  17.2 999.0 99.0 99.00
2022 05 08 02 56 999 99.0 99.0  1.35  8.33  4.52  52 9999.0 999.0  17.1 999.0 99.0 99.00
2022 05 08 03 26 999 99.0 99.0  1.45  8.33  4.60  52 9999.0 999.0  16.9 999.0 99.0 99.00
2022 05 08 03 56 999 99.0 99.0  1.52  8.33  4.69  48 9999.0 999.0  16.9 999.0 99.0 99.00
2022 05 08 04 26 999 99.0 99.0  1.54  8.33  4.56  55 9999.0 999.0  16.8 999.0 99.0 99.00
2022 05 08 04 56 999 99.0 99.0  1.67  8.33  4.69  55 9999.0 999.0  16.8 999.0 99.0 99.00
2022 05 08 05 26 999 99.0 99.0  1.75  9.88  4.84  55 9999.0 999.0  16.8 999.0 99.0 99.00
2022 05 08 05 56 999 99.0 99.0  1.79  8.33  4.77  44 9999.0 999.0  16.6 999.0 99.0 99.00
2022 05 08 06 26 999 99.0 99.0  1.88  5.26  5.04  10 9999.0 999.0  16.7 999.0 99.0 99.00
2022 05 08 06 56 999 99.0 99.0  2.05  6.25  5.20  24 9999.0 999.0  16.8 999.0 99.0 99.00
2022 05 08 07 26 999 99.0 99.0  1.95  5.56  5.05  20 9999.0 999.0  16.7 999.0 99.0 99.00
2022 05 08 07 56 999 99.0 99.0  2.05  6.25  5.06  21 9999.0 999.0  16.6 999.0 99.0 99.00
2022 05 08 08 26 999 99.0 99.0  2.06  6.25  5.01  16 9999.0 999.0  16.5 999.0 99.0 99.00
2022 05 08 08 56 999 99.0 99.0  2.19  6.25  5.36  27 9999.0 999.0  16.5 999.0 99.0 99.00
2022 05 08 09 26 999 99.0 99.0  2.21  7.69  5.47  31 9999.0 999.0  16.5 999.0 99.0 99.00
2022 05 08 09 56 999 99.0 99.0  2.21  6.67  5.47  26 9999.0 999.0  16.4 999.0 99.0 99.00
2022 05 08 10 26 999 99.0 99.0  2.27  7.14  5.46  28 9999.0 999.0  16.5 999.0 99.0 99.00
2022 05 08 10 56 999 99.0 99.0  2.42  9.88  5.66  52 9999.0 999.0  16.1 999.0 99.0 99.00
2022 05 08 11 26 999 99.0 99.0  2.47 10.53  5.59  57 9999.0 999.0  16.0 999.0 99.0 99.00
2022 05 08 11 56 999 99.0 99.0  2.48  7.69  5.58  33 9999.0 999.0  16.0 999.0 99.0 99.00
2022 05 08 12 26 999 99.0 99.0  2.51  7.14  5.70  30 9999.0 999.0  16.2 999.0 99.0 99.00
2022 05 08 12 56 999 99.0 99.0  2.86 11.11  5.91  52 9999.0 999.0  16.2 999.0 99.0 99.00
2022 05 08 13 26 999 99.0 99.0  2.91 10.53  6.14  61 9999.0 999.0  16.3 999.0 99.0 99.00
2022 05 08 13 56 999 99.0 99.0  2.95  7.69  5.95  40 9999.0 999.0  15.9 999.0 99.0 99.00
2022 05 08 14 26 999 99.0 99.0  2.90  7.69  5.99  40 9999.0 999.0  15.9 999.0 99.0 99.00
2022 05 08 14 56 999 99.0 99.0  2.94  9.88  5.92  54 9999.0 999.0  16.0 999.0 99.0 99.00
2022 05 08 15 26 999 99.0 99.0  2.87  7.69  5.98  40 9999.0 999.0  16.0 999.0 99.0 99.00
2022 05 08 15 56 999 99.0 99.0  3.00  7.14  5.90  37 9999.0 999.0  15.7 999.0 99.0 99.00
2022 05 08 16 26 999 99.0 99.0  3.01  7.14  6.12  44 9999.0 999.0  15.6 999.0 99.0 99.00
2022 05 08 16 56 999 99.0 99.0  3.30 10.53  6.15  59 9999.0 999.0  15.7 999.0 99.0 99.00
2022 05 08 17 26 999 99.0 99.0  3.05  7.69  6.12  41 9999.0 999.0  15.7 999.0 99.0 99.00
2022 05 08 17 56 999 99.0 99.0  3.43 10.53  6.41  66 9999.0 999.0  15.7 999.0 99.0 99.00
2022 05 08 18 26 999 99.0 99.0  3.19  9.88  6.30  42 9999.0 999.0  15.6 999.0 99.0 99.00
2022 05 08 18 56 999 99.0 99.0  3.38  9.88  6.54  45 9999.0 999.0  15.7 999.0 99.0 99.00
2022 05 08 19 26 999 99.0 99.0  3.37  7.69  6.15  34 9999.0 999.0  15.6 999.0 99.0 99.00
2022 05 08 19 56 999 99.0 99.0  3.36  7.69  6.43  35 9999.0 999.0  15.6 999.0 99.0 99.00
2022 05 08 20 26 999 99.0 99.0  3.28 11.11  6.26  52 9999.0 999.0  15.6 999.0 99.0 99.00
2022 05 08 20 56 999 99.0 99.0  3.61  7.69  6.28  37 9999.0 999.0  15.7 999.0 99.0 99.00
2022 05 08 21 26 999 99.0 99.0  3.75  7.69  6.49  42 9999.0 999.0  15.7 999.0 99.0 99.00
2022 05 08 21 56 999 99.0 99.0  3.61 11.11  6.47  47 9999.0 999.0  15.7 999.0 99.0 99.00
2022 05 08 22 26 999 99.0 99.0  3.76  8.33  6.63  44 9999.0 999.0  15.7 999.0 99.0 99.00
2022 05 08 22 56 999 99.0 99.0  3.76  9.88  6.76  44 9999.0 999.0  15.7 999.0 99.0 99.00
2022 05 08 23 26 999 99.0 99.0  3.88  9.09  6.88  44 9999.0 999.0  15.7 999.0 99.0 99.00
2022 05 08 23 56 999 99.0 99.0  3.76 10.53  6.80  61 9999.0 999.0  15.6 999.0 99.0 99.00
2022 05 09 00 26 999 99.0 99.0  3.76 11.11  6.86  49 9999.0 999.0  15.6 999.0 99.0 99.00
2022 05 09 00 56 999 99.0 99.0  3.72  9.88  6.78  55 9999.0 999.0  15.4 999.0 99.0 99.00
2022 05 09 01 26 999 99.0 99.0  3.58  8.33  6.58  41 9999.0 999.0  15.4 999.0 99.0 99.00
2022 05 09 01 56 999 99.0 99.0  3.42  9.09  6.70  44 9999.0 999.0  15.4 999.0 99.0 99.00
2022 05 09 02 26 999 99.0 99.0  3.56 11.11  6.85  55 9999.0 999.0  15.4 999.0 99.0 99.00
2022 05 09 02 56 999 99.0 99.0  3.57 11.76  6.93  52 9999.0 999.0  15.5 999.0 99.0 99.00
2022 05 09 03 26 999 99.0 99.0  3.54 11.76  6.83  52 9999.0 999.0  15.6 999.0 99.0 99.00
2022 05 09 03 56 999 99.0 99.0  3.48 11.11  6.65  58 9999.0 999.0  15.6 999.0 99.0 99.00
2022 05 09 04 26 999 99.0 99.0  3.68 11.11  7.09  57 9999.0 999.0  15.7 999.0 99.0 99.00
2022 05 09 04 56 999 99.0 99.0  3.64 11.76  6.93  61 9999.0 999.0  15.8 999.0 99.0 99.00
2022 05 09 05 26 999 99.0 99.0  3.65 11.11  6.99  47 9999.0 999.0  15.8 999.0 99.0 99.00
2022 05 09 05 56 999 99.0 99.0  3.62 10.53  7.10  58 9999.0 999.0  15.8 999.0 99.0 99.00
2022 05 09 06 26 999 99.0 99.0  3.20 11.76  7.00  55 9999.0 999.0  15.9 999.0 99.0 99.00
2022 05 09 06 56 999 99.0 99.0  3.93 13.33  7.49  55 9999.0 999.0  15.9 999.0 99.0 99.00
2022 05 09 07 26 999 99.0 99.0  3.40 12.50  7.30  52 9999.0 999.0  15.9 999.0 99.0 99.00
2022 05 09 07 56 999 99.0 99.0  3.44 11.76  7.28  49 9999.0 999.0  15.8 999.0 99.0 99.00
2022 05 09 08 26 999 99.0 99.0  3.40 11.76  7.11  51 9999.0 999.0  15.6 999.0 99.0 99.00
2022 05 09 08 56 999 99.0 99.0  3.46 12.50  7.13  57 9999.0 999.0  15.5 999.0 99.0 99.00
2022 05 09 09 26 999 99.0 99.0  3.56 10.53  7.10  59 9999.0 999.0  15.4 999.0 99.0 99.00
2022 05 09 09 56 999 99.0 99.0  3.87 11.76  7.50  57 9999.0 999.0  15.4 999.0 99.0 99.00
2022 05 09 10 26 999 99.0 99.0  3.46 11.76  7.34  52 9999.0 999.0  15.3 999.0 99.0 99.00
2022 05 09 10 56 999 99.0 99.0  3.52 12.50  7.32  49 9999.0 999.0  15.3 999.0 99.0 99.00
2022 05 09 11 26 999 99.0 99.0  3.53 13.33  7.13  57 9999.0 999.0  15.1 999.0 99.0 99.00
2022 05 09 11 56 999 99.0 99.0  3.57 12.50  7.40  58 9999.0 999.0  15.0 999.0 99.0 99.00
2022 05 09 12 26 999 99.0 99.0  3.42 13.33  6.95  57 9999.0 999.0  15.0 999.0 99.0 99.00
2022 05 09 12 56 999 99.0 99.0  3.52 14.29  7.09  51 9999.0 999.0  15.1 999.0 99.0 99.00
2022 05 09 13 26 999 99.0 99.0  3.45 13.33  7.34  64 9999.0 999.0  15.2 999.0 99.0 99.00
2022 05 09 13 56 999 99.0 99.0  3.23 13.33  6.64  58 9999.0 999.0  15.0 999.0 99.0 99.00
2022 05 09 14 26 999 99.0 99.0  3.51 12.50  6.94  57 9999.0 999.0  14.9 999.0 99.0 99.00
2022 05 09 14 56 999 99.0 99.0  3.52 14.29  7.16  54 9999.0 999.0  14.8 999.0 99.0 99.00
2022 05 09 15 26 999 99.0 99.0  3.41 13.33  7.01  54 9999.0 999.0  14.8 999.0 99.0 99.00
2022 05 09 15 56 999 99.0 99.0  3.54 13.33  6.83  62 9999.0 999.0  14.8 999.0 99.0 99.00
2022 05 09 16 26 999 99.0 99.0  3.24 14.29  6.64  55 9999.0 999.0  14.8 999.0 99.0 99.00
2022 05 09 16 56 999 99.0 99.0  3.27 13.33  6.70  66 9999.0 999.0  14.8 999.0 99.0 99.00
2022 05 09 17 26 999 99.0 99.0  3.27 13.33  6.91  62 9999.0 999.0  14.9 999.0 99.0 99.00
2022 05 09 17 56 999 99.0 99.0  3.40 14.29  6.90  54 9999.0 999.0  14.9 999.0 99.0 99.00
2022 05 09 18 26 999 99.0 99.0  3.54 11.76  6.98  55 9999.0 999.0  15.0 999.0 99.0 99.00
2022 05 09 18 56 999 99.0 99.0  3.34 14.29  6.51  55 9999.0 999.0  15.0 999.0 99.0 99.00
2022 05 09 19 26 999 99.0 99.0  3.53 13.33  6.70  62 9999.0 999.0  15.1 999.0 99.0 99.00
2022 05 09 19 56 999 99.0 99.0  3.54 12.50  6.91  64 9999.0 999.0  15.2 999.0 99.0 99.00
2022 05 09 20 26 999 99.0 99.0  3.58 13.33  6.96  59 9999.0 999.0  15.2 999.0 99.0 99.00
2022 05 09 20 56 999 99.0 99.0  3.59 14.29  6.79  75 9999.0 999.0  15.3 999.0 99.0 99.00
2022 05 09 21 26 999 99.0 99.0  3.86 14.29  7.12  59 9999.0 999.0  15.3 999.0 99.0 99.00
2022 05 09 21 56 999 99.0 99.0  3.64 12.50  6.79  55 9999.0 999.0  15.3 999.0 99.0 99.00
2022 05 09 22 26 999 99.0 99.0  3.58 13.33  6.74  57 9999.0 999.0  15.4 999.0 99.0 99.00
2022 05 09 22 56 999 99.0 99.0  3.66 13.33  6.89  59 9999.0 999.0  15.4 999.0 99.0 99.00
2022 05 09 23 26 999 99.0 99.0  3.97 14.29  7.21  58 9999.0 999.0  15.4 999.0 99.0 99.00
2022 05 09 23 56 999 99.0 99.0  3.89 13.33  7.33  62 9999.0 999.0  15.4 999.0 99.0 99.00
2022 05 10 00 26 999 99.0 99.0  3.64 12.50  7.00  57 9999.0 999.0  15.4 999.0 99.0 99.00
2022 05 10 00 56 999 99.0 99.0  3.77 13.33  7.29  51 9999.0 999.0  15.3 999.0 99.0 99.00
2022 05 10 01 26 999 99.0 99.0  3.90 12.50  7.30  52 9999.0 999.0  15.2 999.0 99.0 99.00
2022 05 10 01 56 999 99.0 99.0  4.03 12.50  6.88  57 9999.0 999.0  15.0 999.0 99.0 99.00
2022 05 10 02 26 999 99.0 99.0  4.11 13.33  7.24  59 9999.0 999.0  15.0 999.0 99.0 99.00
2022 05 10 02 56 999 99.0 99.0  4.01 12.50  7.42  76 9999.0 999.0  14.9 999.0 99.0 99.00
2022 05 10 03 26 999 99.0 99.0  4.00 13.33  7.30  49 9999.0 999.0  14.9 999.0 99.0 99.00
2022 05 10 03 56 999 99.0 99.0  4.33 14.29  7.65  61 9999.0 999.0  14.8 999.0 99.0 99.00
2022 05 10 04 26 999 99.0 99.0  4.31 14.29  8.00  47 9999.0 999.0  14.8 999.0 99.0 99.00
2022 05 10 04 56 999 99.0 99.0  4.11 14.29  7.53  59 9999.0 999.0  14.7 999.0 99.0 99.00
2022 05 10 05 26 999 99.0 99.0  4.30 13.33  7.94  61 9999.0 999.0  14.6 999.0 99.0 99.00
2022 05 10 05 56 999 99.0 99.0  4.04 13.33  7.72  65 9999.0 999.0  14.5 999.0 99.0 99.00
2022 05 10 06 26 999 99.0 99.0  4.19 14.29  8.04  59 9999.0 999.0  14.5 999.0 99.0 99.00
2022 05 10 06 56 999 99.0 99.0  4.27 13.33  7.96  64 9999.0 999.0  14.4 999.0 99.0 99.00
2022 05 10 07 26 999 99.0 99.0  3.92 14.29  7.61  48 9999.0 999.0  14.4 999.0 99.0 99.00
2022 05 10 07 56 999 99.0 99.0  3.99 14.29  7.66  64 9999.0 999.0  14.5 999.0 99.0 99.00
2022 05 10 08 26 999 99.0 99.0  4.02 13.33  7.59  58 9999.0 999.0  14.5 999.0 99.0 99.00
2022 05 10 08 56 999 99.0 99.0  4.25 12.50  8.09  65 9999.0 999.0  14.4 999.0 99.0 99.00
2022 05 10 09 26 999 99.0 99.0  3.99 11.11  7.52  61 9999.0 999.0  14.0 999.0 99.0 99.00
2022 05 10 09 56 999 99.0 99.0  4.08 13.33  7.84  66 9999.0 999.0  13.9 999.0 99.0 99.00
2022 05 10 10 26 999 99.0 99.0  4.02 12.50  7.43  61 9999.0 999.0  13.8 999.0 99.0 99.00
2022 05 10 10 56 999 99.0 99.0  3.82 11.76  7.52  61 9999.0 999.0  13.8 999.0 99.0 99.00
2022 05 10 11 26 999 99.0 99.0  4.05 14.29  7.44  65 9999.0 999.0  13.9 999.0 99.0 99.00
2022 05 10 11 56 999 99.0 99.0  3.76 13.33  7.19  55 9999.0 999.0  14.0 999.0 99.0 99.00
2022 05 10 12 26 999 99.0 99.0  3.86 13.33  7.61  58 9999.0 999.0  13.9 999.0 99.0 99.00
2022 05 10 12 56 999 99.0 99.0  3.86 12.50  7.46  62 9999.0 999.0  13.7 999.0 99.0 99.00
2022 05 10 13 26 999 99.0 99.0  4.02 13.33  7.23  62 9999.0 999.0  13.7 999.0 99.0 99.00
2022 05 10 13 56 999 99.0 99.0  3.95 13.33  7.47  64 9999.0 999.0  13.6 999.0 99.0 99.00
2022 05 10 14 26 999 99.0 99.0  3.78 12.50  7.05  59 9999.0 999.0  13.6 999.0 99.0 99.00
2022 05 10 14 56 999 99.0 99.0  3.66 14.29  6.97  59 9999.0 999.0  13.5 999.0 99.0 99.00
2022 05 10 15 26 999 99.0 99.0  3.90 12.50  7.20  66 9999.0 999.0  13.6 999.0 99.0 99.00
2022 05 10 15 56 999 99.0 99.0  3.89 13.33  7.39  69 9999.0 999.0  13.6 999.0 99.0 99.00
2022 05 10 16 26 999 99.0 99.0  3.90 14.29  7.10  66 9999.0 999.0  13.7 999.0 99.0 99.00
2022 05 10 16 56 999 99.0 99.0  3.90 13.33  7.55  65 9999.0 999.0  13.7 999.0 99.0 99.00
2022 05 10 17 26 999 99.0 99.0  3.61 13.33  6.90  61 9999.0 999.0  13.8 999.0 99.0 99.00
2022 05 10 17 56 999 99.0 99.0  3.69 12.50  7.21  69 9999.0 999.0  13.8 999.0 99.0 99.00
2022 05 10 18 26 999 99.0 99.0  3.68 13.33  6.95  59 9999.0 999.0  13.8 999.0 99.0 99.00
2022 05 10 18 56 999 99.0 99.0  3.86 13.33  7.21  69 9999.0 999.0  13.8 999.0 99.0 99.00
2022 05 10 19 26 999 99.0 99.0  3.41 10.53  6.49  52 9999.0 999.0  13.8 999.0 99.0 99.00
2022 05 10 19 56 999 99.0 99.0  3.48 12.50  6.70  72 9999.0 999.0  13.8 999.0 99.0 99.00
2022 05 10 20 26 999 99.0 99.0  3.35 13.33  6.91  76 9999.0 999.0  13.8 999.0 99.0 99.00
2022 05 10 20 56 999 99.0 99.0  3.74  8.33  7.10  47 9999.0 999.0  13.8 999.0 99.0 99.00
2022 05 10 21 26 999 99.0 99.0  3.33  8.33  6.69  44 9999.0 999.0  13.7 999.0 99.0 99.00
2022 05 10 21 56 999 99.0 99.0  3.71 13.33  7.01  59 9999.0 999.0  13.5 999.0 99.0 99.00
2022 05 10 22 26 999 99.0 99.0  3.32 11.76  6.70  58 9999.0 999.0  13.5 999.0 99.0 99.00
2022 05 10 22 56 999 99.0 99.0  3.35 12.50  6.83  59 9999.0 999.0  13.5 999.0 99.0 99.00
2022 05 10 23 26 999 99.0 99.0  3.17 13.33  6.67  66 9999.0 999.0  13.6 999.0 99.0 99.00
2022 05 10 23 56 999 99.0 99.0  3.27 13.33  6.76  65 9999.0 999.0  13.7 999.0 99.0 99.00
2022 05 11 00 26 999 99.0 99.0  3.30 13.33  6.61  73 9999.0 999.0  13.8 999.0 99.0 99.00
2022 05 11 00 56 999 99.0 99.0  3.44 12.50  6.61  55 9999.0 999.0  13.8 999.0 99.0 99.00
2022 05 11 01 26 999 99.0 99.0  3.59 11.76  7.09  65 9999.0 999.0  13.9 999.0 99.0 99.00
2022 05 11 01 56 999 99.0 99.0  3.46 12.50  7.03  69 9999.0 999.0  13.9 999.0 99.0 99.00
2022 05 11 02 26 999 99.0 99.0  3.43 14.29  6.82  71 9999.0 999.0  14.1 999.0 99.0 99.00
2022 05 11 02 56 999 99.0 99.0  3.53 12.50  7.30  71 9999.0 999.0  14.1 999.0 99.0 99.00
2022 05 11 03 26 999 99.0 99.0  3.64 13.33  7.55  80 9999.0 999.0  14.1 999.0 99.0 99.00
2022 05 11 03 56 999 99.0 99.0  3.37  8.33  7.11  48 9999.0 999.0  13.9 999.0 99.0 99.00
2022 05 11 04 26 999 99.0 99.0  3.24 11.11  7.06  65 9999.0 999.0  13.6 999.0 99.0 99.00
2022 05 11 04 56 999 99.0 99.0  3.20 13.33  7.12  71 9999.0 999.0  13.5 999.0 99.0 99.00
2022 05 11 05 26 999 99.0 99.0  3.25 12.50  6.85  64 9999.0 999.0  13.5 999.0 99.0 99.00
2022 05 11 05 56 999 99.0 99.0  3.16 13.33  6.88  71 9999.0 999.0  13.5 999.0 99.0 99.00
2022 05 11 06 26 999 99.0 99.0  3.24 10.53  6.99  61 9999.0 999.0  13.5 999.0 99.0 99.00
2022 05 11 06 56 999 99.0 99.0  3.29 11.76  6.83  59 9999.0 999.0  13.4 999.0 99.0 99.00
2022 05 11 07 26 999 99.0 99.0  3.44 12.50  6.92  65 9999.0 999.0  13.4 999.0 99.0 99.00
2022 05 11 07 56 999 99.0 99.0  3.27 11.76  6.59  61 9999.0 999.0  13.3 999.0 99.0 99.00
2022 05 11 08 26 999 99.0 99.0  3.20 13.33  6.62  66 9999.0 999.0  13.4 999.0 99.0 99.00
2022 05 11 08 56 999 99.0 99.0  2.94 11.76  6.62  62 9999.0 999.0  13.3 999.0 99.0 99.00
2022 05 11 09 26 999 99.0 99.0  2.90 12.50  6.57  57 9999.0 999.0  13.3 999.0 99.0 99.00
2022 05 11 09 56 999 99.0 99.0  2.89 12.50  6.66  59 9999.0 999.0  13.2 999.0 99.0 99.00
2022 05 11 10 26 999 99.0 99.0  2.90 11.76  6.69  59 9999.0 999.0  13.3 999.0 99.0 99.00
2022 05 11 10 56 999 99.0 99.0  2.86 11.76  6.58  61 9999.0 999.0  13.4 999.0 99.0 99.00
2022 05 11 11 26 999 99.0 99.0  2.90 12.50  6.55  59 9999.0 999.0  13.5 999.0 99.0 99.00
2022 05 11 11 56 999 99.0 99.0  2.84 11.11  6.62  69 9999.0 999.0  12.9 999.0 99.0 99.00
2022 05 11 12 26 999 99.0 99.0  3.09 12.50  6.64  62 9999.0 999.0  13.0 999.0 99.0 99.00
2022 05 11 12 56 999 99.0 99.0  2.83 11.76  6.49  64 9999.0 999.0  13.0 999.0 99.0 99.00
2022 05 11 13 26 999 99.0 99.0  2.88 12.50  6.51  68 9999.0 999.0  13.2 999.0 99.0 99.00
2022 05 11 13 56 999 99.0 99.0  2.88 12.50  6.18  61 9999.0 999.0  13.2 999.0 99.0 99.00
